user_id,interests,num_enrolled,num_rated,enrolled_course_indices,enrolled_course_names,ratings
fiona_ml_888,governance-and-society|(spreadsheet),5,2,1089|707|1966|694|2707,Understanding 9/11: Why 9/11 Happened & How Terrorism Affects Our World Today|The Social Context of Mental Health and Illness|Burgos: Deciphering Secrets of Medieval Spain|Global Health and Humanitarianism|Machine Learning for Data Analysis,1966:5|1089:3
cam_biz_889,security|testing|business,20,15,3365|996|1677|1747|2202|2068|3448|1748|3504|2398|820|1653|1267|471|3306|8|1400|224|3432|2659,"Business of Games and Entrepreneurship|Innovation Strategy: Developing Your Fintech strategy|Examine 508 Compliance & Accessibility in Chrome Extensions|Leading Organizations|Introduction to Portfolio Construction and Analysis with Python|Principles of Sustainable Finance|Finance for Startups|Cybersecurity Policy for Water and Electricity Infrastructures|Copyright Law in the Music Business|Strategic Leadership and Management Capstone|Leadership and Emotional Intelligence|Financial Analysis for Startups|Introduction to Enterprise Computing|Discounted Cash Flow Modeling|Innovation Management|The Roles and Responsibilities of Nonprofit Boards of Directors within the Governance Process|Compensation, Expenses and Quotas|Project Management: The Basics for Success|Capstone - Launch Your Own Business!|Public Health in Humanitarian Crises 1",8:5|2202:5|996:4|2398:4|1267:4|3504:4|3365:5|820:4|3432:3|224:5|3306:4|3448:4|1747:5|471:5|2659:5
bob_labs_890,supply|programming,20,11,2090|623|855|2419|3022|325|3394|2223|346|1870|2277|3142|1890|1963|2352|517|3212|1815|402|2003,"Web Scraping with Python + BeautifulSoup|Parallel Programming in Java|Supply Chain Sourcing|Linear Regression in R for Public Health|Implementing Hangman Game Using Basics of Python 3|Building Web Applications in Django|Big-O Time Complexity in Python Code|Advanced App Development in Android Capstone|Functions, Methods, and Interfaces in Go|Key Success Factors in Supply Chain Finance|Developing Android Apps with App Inventor|Create Python Linux Script to Generate a Disk Usage Report|Managing G Suite|Image Classification with CNNs using Keras|Intro to Time Series Analysis in R|Image Compression and Generation using Variational Autoencoders in Python|iOS App Store & In-App Purchases|Internet of Things V2: Setting up and Using Cloud Services|Troubleshooting and Debugging Techniques|Create an interactive fiction adventure game with Python",2090:5|2352:5|346:4|325:4|2419:5|3212:3|517:3|623:5|1870:5|1963:3|3394:5
diana_ai_891,platform|business,12,7,2428|1497|2790|1074|2488|1452|3040|1721|2624|373|3365|1765,Business Implications of AI: Full course|Customer Value in Pricing Strategy|Introduction to Project Management|Advanced Business Analytics Capstone|Malicious Software and its Underground Economy: Two Sides to Every Story|Configuration Management and the Cloud|Forecasting Skills: See the Future Before it Happens|How Entrepreneurs in Emerging Markets can master the Blockchain Technology|The Art of Negotiation|Startup Valuation Methods|Business of Games and Entrepreneurship|Portfolio Diversification using Correlation Matrix,1497:5|2428:4|3040:4|1452:4|1721:5|1765:5|2790:5
hank_dev_892,solving,6,2,1656|1132|3087|20|3413|930,"Learn to Program: The Fundamentals|Abstraction, Problem Decomposition, and Functions|Problem-Solving Skills for University Success|The Changing Arctic|Creating Innovation|Principles of Computing (Part 1)",3413:4|3087:5
luna_hub_893,service|intermediate|business-strategy,19,8,2224|2955|1868|2192|1607|893|3331|2096|2411|2106|2690|2802|923|2876|1770|2145|1708|3095|556,Taking Safety and Quality Improvement Work to the Next Level (Patient Safety VII)|Introduction to Neuroeconomics: How the Brain Makes Decisions|Managing Your Health: The Role of Physical Therapy and Exercise|Major and Principal Gifts|Java Arrays and Loops|Lesson | Business English Skills: Introducing Yourself in Business Settings|Version Control with Git|Foundations of Virtual Instruction|Recent Advances in Freeform Electronics|Version Control of a Python Project using Git|Autodesk Certified Professional: Revit for Structural Design Exam Prep|Strategy Implementation|Principles of Photo Composition and Digital Image Post-Production|Procurement & Sourcing Introduction|Security and Privacy in TOR Network|Religious Transformation in Early China: the Period of Division|Strategic Organization Design|Mastering Statics|Business Transformation with Google Cloud,2411:5|923:5|2224:5|2690:5|2955:4|3331:4|1607:5|556:3
julia_hub_894,learning-english|culture,5,3,1328|716|1686|242|762,"Teach English Now! Second Language Listening, Speaking, and Pronunciation|Thrive in Trying Times Teach-Out|International and Cross-Cultural Negotiation|Strategies for Teaching Perfect Tenses and Modals|General Academic English",762:5|242:5|1686:5
omar_hub_895,leadership,10,7,2559|3137|1582|820|1415|1689|3399|1366|2916|2668,"Change Leadership: Strategic Route Analysis with Miro|Portfolio Selection and Risk Management|Initiating and Planning Projects|Leadership and Emotional Intelligence|Windows Server Management and Security|Professional development: Improve yourself, always|Introduction to CRM with HubSpot|Finding bibliography metrics using the Crossref API|IBM Customer Engagement Specialist Professional Certificate|Open Source Software Development Methods",1366:5|1415:5|1689:5|2559:5|3399:5|1582:5|2916:4
hank_io_896,java,15,8,1225|623|3379|552|2857|1916|3071|2924|249|956|1739|267|85|80|2410,"Building a Text-Based Bank in Java|Parallel Programming in Java|Blazor and JavaScript Interoperability|Object Oriented Programming in Java|Java Primitive Types to Calculate Expenses|Build a Linear Layout App in Android Studio|Usable Security|Capstone: Analyzing (Social) Network Data|Create UI in Unity Part 3 - Settings Menu|Create Your First Multithreaded Application in Java|Visual Elements of User Interface Design|Java for Android|Create a Database with the Modeling Tool in MySQL Workbench|Transgender Medicine for General Medical Providers|Java Programming: Arrays, Lists, and Structured Data",2857:4|2924:5|1916:5|2410:4|1739:4|85:5|3071:4|956:4
sofia_dev_897,service,13,7,1118|3192|476|2914|644|3199|1023|172|1770|2549|1750|2396|1774,N�tzliches Feedback geben (Giving Helpful Feedback)|System Administration and IT Infrastructure Services|Cloud Computing Basics (Cloud 101)|AWS Fundamentals: Building Serverless Applications|DDoS Attacks and Defenses|Build a film club web app on Google AppEngine|Service-Oriented Architecture|Building Containerized Applications on AWS|Security and Privacy in TOR Network|Site Reliability Engineering: Measuring and Managing Reliability|Smart Cities � Management of Smart Urban Infrastructures|AWS Fundamentals: Going Cloud-Native|Machine Learning Pipelines with Azure ML Studio,2914:5|1770:5|476:5|1023:5|2396:4|172:4|1118:3
penny_edu_898,mine|databases|finance,19,10,1459|2533|3176|164|1808|203|2174|1113|599|933|2361|336|1379|1500|3110|461|2547|1773|85,"Fashion E-Commerce in XD|Valuation for Startups Using Discounted Cash Flows Approach|Profit Analysis using Economic Value Added|Web Application Development with JavaScript and MongoDB|Accounting for Decision Making|Pharmaceutical and Medical Device Innovations|Country Level Economics: Macroeconomic Variables and Markets|Innovations in Investment Technology: Artificial Intelligence|Blockchain Business Models|Implementing Parent Feedback with Google Forms|Fundamentals of Financial Planning, with Goldman Sachs 10,000 Women|Database Design and Diagramming in Dia|Databases and SQL for Data Science|Intermediate Relational Database and SQL|Finance For Everyone: Value|Trading Basics|Statistical Data Visualization in Python|Python and Machine-Learning for Asset Management with Alternative Data Sets|Create a Database with the Modeling Tool in MySQL Workbench",203:4|933:5|2174:4|85:4|164:3|3110:4|2361:5|1500:3|1459:5|3176:5
kyle_pro_899,statistics|type|beginner,9,3,835|1542|1980|2467|1788|1442|611|2763|1353,"Solar Energy Systems Overview|Create a Python Application using PyMongo and MongoDB Database|Dermatology: Trip to skin|Predict Performance Using MA Forecasting in Google Sheets|Major Engineering Projects: Governance, Risk and Scope|Vector Calculus for Engineers|Network Security & Database Vulnerabilities|Introduction to Accessible Web Development|Healthcare Data Literacy",1353:4|1442:5|1542:3
yuki_pro_900,computer-security-and-networks|measurement,20,10,289|1730|1621|1114|1494|2052|728|644|306|3371|1292|1136|2021|2049|3348|199|890|1890|3328|1128,"African cities : An Introduction to Urban Planning|Aerial Photography with UAV|Measure and Optimize Social Media Marketing Campaigns|Precalculus: Periodic Functions|Cryptography and Information Theory|Population Health: Study Design|Enterprise and Infrastructure Security|DDoS Attacks and Defenses|Blockchain, Cryptoassets, and Decentralized Finance|Networks Illustrated: Principles without Calculus|Introduction to Architecting Smart IoT Devices|Water in the Western United States|The Business of Cybersecurity Capstone|Identifying Security Vulnerabilities|Blockchain in Financial Services: Strategic Action Plan|International Cyber Conflicts|Cloud Networking|Managing G Suite|Cybersecurity and Its Ten Domains|Blockchain Transformations of Financial Services",289:3|199:5|1890:5|2049:4|3348:4|306:3|728:4|1128:5|1292:3|1621:5
umar_io_901,value|security,9,6,1298|931|1262|3352|2317|2453|1266|70|2527,"Management and financial accounting: Know your numbers 1|Proactive Computer Security|Create Your First NoSQL Database with MongoDB and Compass|Cloud Computing Security|Homeland Security & Cybersecurity Connection - It's Not About the Terrorists|The GRC Approach to Managing Cybersecurity|Understanding, Using, and Securing Crypto and Digital Assets|Homeland Security and Cybersecurity Future|Check Point Jump Start: SMB Network Security",70:5|3352:5|1266:5|2453:5|1298:4|1262:5
eli_xyz_902,mobile-and-web-development|plan,5,3,2175|106|954|1636|3400,AI For Everyone|Build a Table Layout App in Android Studio|Product Development: Customer Journey Mapping with Miro|Product  and Service Development: Empathy  Mapping with Miro|Analyzing Macro-Environmental Factors Using Creately,2175:3|1636:3|3400:3
hana_hub_903,teaching|memory,5,2,1147|131|1537|59|1928,Anomaly Detection in Time Series Data with Keras|Teaching Intermediate Grammar Project|Internet of Things V2: DragonBoard� bring up and community ecosystem|Foundations of Teaching for Learning: Introduction|Instructional Design Foundations and Applications,1537:3|1928:4
fiona_xyz_904,disease,17,8,3125|1300|227|58|3492|1622|1374|520|2270|15|1194|2583|1070|90|2019|2379|695,"The Challenges of Global Health|Science of Exercise|Introduction to Environmental Law and Policy|Advanced Neurobiology I|Air Pollution � a Global Threat to our Health|Ebola Virus Disease: An Evolving Epidemic|Foundations of Public Health Practice: Health Protection|Non-Communicable Diseases in Humanitarian Settings|Building on the SIR Model|Global Health: An Interdisciplinary Overview|Essentials of Global Health|Global Health Diplomacy|Epidemiology: The Basic Science of Public Health|Surveillance Systems: Analysis, Dissemination, and Special Systems|Disease Clusters|Everyday Chinese Medicine|Preventative Healthcare for the Newborn Baby",1622:5|1300:5|58:4|90:5|2583:5|1374:4|3125:3|520:5
george_hub_905,cloud,5,2,890|2077|1083|738|2850,Cloud Networking|Getting Started with AI using IBM Watson|IT Infrastructure and Emerging Trends|Cloud Computing Project|Cloud Computing Fundamentals on Alibaba Cloud,2850:4|2077:4
eve_pro_906,international|mechanical|innovation,19,8,2561|1089|3287|3095|2452|2632|828|3319|789|849|1991|3340|889|1106|1552|2902|1747|1584|2881,Risk governance: Engage the board|Understanding 9/11: Why 9/11 Happened & How Terrorism Affects Our World Today|Human Rights for Open Societies|Mastering Statics|Global Diplomacy � Diplomacy in the Modern World|Introduction to Faecal Sludge Management|Crafting Strategies for Innovation Initiatives for Corporate Entrepreneurs|Intro to Digital Manufacturing with Autodesk Fusion 360|Cybersecurity Awareness and Innovation|Financial Reporting Capstone|Managing the Company of the Future|Digital Thread: Components|Business English for Cross-cultural Communication|How Things Work: An Introduction to Physics|Mechanics of Materials III: Beam Bending|Cross-border road transport in EU law context|Leading Organizations|Digital Transformations|Design Thinking for the Greater Good: Innovation in the Social Sector,3095:3|1584:5|2452:5|3340:5|3287:5|2881:5|1106:5|2902:5
george_biz_907,data-analysis|innovation|personal-development,8,3,169|2951|2041|2489|1854|3334|1365|2973,"Career Planning:  A Pathway to Employment|Creating and Developing a Tech Startup|Developing Data Products|Data Analysis with Python|Data Processing and Feature Engineering with MATLAB|Innovation Through Design: Think, Make, Break, Repeat|Merge, Sort and Filter Data in Python Pandas|International Travel Preparation, Safety, & Wellness",2041:4|169:5|2489:4
hank_pro_908,plan,12,5,1362|766|108|1256|86|2269|853|2109|2361|2877|648|1913,"Grow Your Business with Goldman Sachs 10,000 Women|Innovating in a Digital World|Designing for Sustainment: Keeping Improvement Work on Track (Patient Safety IV)|Foundations of Teaching for Learning Capstone: The Reflective Practitioner|Project Planning and Machine Learning|Marketing Management II|Capstone Project: Business Technology Management|New Product Development - develop your own new product|Fundamentals of Financial Planning, with Goldman Sachs 10,000 Women|International Business Capstone|Social Marketing Capstone Project|Teach English Now! Second Language Reading, Writing, and Grammar",86:4|648:5|2877:4|2109:5|2361:4
xiao_pro_909,totient|product,15,10,1504|1162|2383|3311|3337|1789|1091|3392|3042|188|180|1780|46|676|1738,"Quantitative Foundations for International Business|Advanced SQL Retrieval Queries in SQLiteStudio|Analyze Stock Data using R and Quantmod Package|Agile Projects: Defining Epics and Mapping Value with Taiga|The Marketing Plan|Mastering Digital Twins|Cryptography: Boolean functions and related problems|Everyday Excel, Part 1|Functional Programming Principles in Scala|Precalculus: Mathematical Modeling|Securing and Integrating Components of your Application|Python Data Structures|Foundations of Objective-C App Development|Communication Skills for University Success|At the Origins of the Mediterranean Civilization: Archaeology of the City from the Levant to the West - 3rd-1st millennium BC",676:4|3337:5|3311:3|3042:4|180:4|1504:5|2383:4|188:3|1091:3|1162:3
sam_dev_910,language|problem|speech,20,8,822|230|554|2374|810|2823|1486|1913|242|2273|2784|510|3320|292|64|2496|818|1922|3330|460,"Regulated Competition in Healthcare Systems: Theory & Practice|Introduction to TestNG and Integration with Selenium|Data Management and Visualization|Teach English Now! Lesson Design and Assessment|Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides|America's Written Constitution|Python for Genomic Data Science|Teach English Now! Second Language Reading, Writing, and Grammar|Strategies for Teaching Perfect Tenses and Modals|Introduction to Ordinary Differential Equations|Data and Health Indicators in Public Health Practice|Chemerinsky on Constitutional Law � Individual Rights and Liberties|Chinese Politics Part 1 � China and Political Science|Advanced Writing|Japanese for beginners 2|Transfer Learning for NLP with TensorFlow Hub|Chinese for HSK 3 PART I|Lesson | Understand and Be Understood on the Phone|High-Impact Business Writing|Programming for Everybody (Getting Started with Python)",554:3|242:5|230:5|2374:4|2784:4|460:4|1913:3|818:4
vera_labs_911,intermediate|business|product,13,8,643|2873|1102|1074|1607|2498|3459|1342|2133|1496|837|819|2715,"Modern Robotics, Course 4:  Robot Motion Planning and Control|Converter Control|Create a Debt-Reduced Worksheet in Google Sheets|Advanced Business Analytics Capstone|Java Arrays and Loops|Edit Your Photos for Social Media Marketing using PicsArt|Blockchain 360: A State of the Art for Professionals|Management of Urban Infrastructures � part 1|Create a Business Marketing Brand Kit Using Canva|Introduction to Sustainability|Customer Segmentation and Prospecting|Spreadsheets for Beginners using Google Sheets|Qualitative Research",1074:5|837:5|2498:3|1496:4|3459:5|2133:3|819:4|2715:4
kate_pro_912,electrical|probability,15,11,513|2569|1951|2649|559|835|1845|2|1847|1543|2456|3426|1042|3275|2191,"Linear Circuits 1: DC Analysis|Text Mining and Analytics|Battery State-of-Charge (SOC) Estimation|Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions|Averaged-Switch Modeling and Simulation|Solar Energy Systems Overview|Internet of Things: Sensing and Actuation From Devices|Silicon Thin Film Solar Cells|Exploring Beethoven�s Piano Sonatas Part 2|Understanding and Visualizing Data with Python|Combinatorics and Probability|Mathematical Biostatistics Boot Camp 1|A Scientific Approach to Innovation Management|A Brief History of Human Spaceflight|Semiconductor Physics",1845:4|2569:5|2456:3|559:5|3426:4|1951:4|2:4|1847:4|3275:3|835:5|1543:3
bella_hub_913,analytics|materials,11,7,2791|1725|1495|2957|797|918|1552|727|2798|152|2042,Increase SEO Traffic with WordPress|Introduction to Business Analytics: Communicating with Data|Data Analysis and Interpretation Capstone|Preparing for Graduate Study in the U.S.: A course for international students|Introduction to Advanced tomography|Stock Analysis:  Create a Buy Signal Filter using R and the Quantmod Package|Mechanics of Materials III: Beam Bending|Business Intelligence and Competitive Analysis|Using clinical health data for better healthcare|Marketing Analytics Capstone Project|Strategic Procurement and Sourcing Conclusions,152:5|1495:4|918:4|2042:5|797:5|2957:3|1552:4
bob_hub_914,music-and-art,11,6,1570|613|2698|209|2723|1604|967|2655|1629|1186|2979,Web Design: Strategy and Information Architecture|Asian Environmental Humanities: Landscapes in Transition|The Beauty of Kunqu Opera|Exploring Beethoven�s Piano Sonatas|The Language of Design: Form and Meaning|Theatre and Globalization|Building Your Career in Music: Developing A Brand and Funding Your Music|The Technology of Music Production|Write Your First Novel|Understanding the Music Business: What is Music Worth?|Character Design for Video Games,2723:5|1570:4|1629:4|1604:4|613:4|2655:3
dave_biz_915,function,5,2,747|2446|550|2218|1191,"Python Functions, Files, and Dictionaries|Planning for your G Suite Deployment|Performing Data Definition and Manipulation in SQL|Problem Solving, Python Programming, and Video Games|Using Shiny to Plot Differential Gene Expression",2218:5|747:5
rosa_dev_916,information-technology|javascript,17,11,3376|570|1091|1696|1903|1107|2680|325|1262|540|1513|1083|85|1270|860|2065|3421,"Smart Analytics, Machine Learning, and AI on GCP|Blockchain Opportunities Beyond Crypto Assets|Cryptography: Boolean functions and related problems|The Foundations of Cybersecurity|Decentralized Applications (Dapps)|JavaScript, jQuery, and JSON|Build local development environments using Docker containers|Building Web Applications in Django|Create Your First NoSQL Database with MongoDB and Compass|Introduction to Cloud Identity|Interactivity with JavaScript|IT Infrastructure and Emerging Trends|Create a Database with the Modeling Tool in MySQL Workbench|Logging, Monitoring and Observability in Google Cloud|Essential Google Cloud Infrastructure: Core Services|HTML, CSS, and Javascript for Web Developers|Style Images with CSS",325:4|540:5|2065:4|1903:5|85:5|570:4|860:5|3421:4|1083:5|1107:5|1513:5
aiden_edu_917,optimization,18,11,2128|3120|3051|400|1510|1771|2858|669|208|3147|519|1536|829|2073|2242|1625|2085|2487,Search Engine Optimization Fundamentals|Serving Tensorflow Models with a REST API|Perfect Tenses and Modals|Basic Modeling for Discrete Optimization|Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers|Website Optimization Client Report Project|Machine Learning Feature Selection in Python|Mining Quality Prediction Using Machine & Deep Learning|Achieving Advanced Insights with BigQuery|Motion Planning for Self-Driving Cars|Optimize TensorFlow Models For Deployment with TensorRT|Generative Design for Performance and Weight Reduction|Portfolio and Risk Management|How to Win a Data Science Competition: Learn from Top Kagglers|First Order Optical System Design|Addressing Large Hadron Collider Challenges by Machine Learning|Semantic Segmentation with Amazon Sagemaker|Transistor - Field Effect Transistor and Bipolar Junction Transistor,829:4|2085:4|1536:5|519:3|2242:5|2858:3|3147:5|669:3|2073:3|3120:5|1510:5
aiden_ml_918,listening,9,3,715|845|2127|126|469|2457|593|600|1826,Guitar Performance Techniques|Building Your Leadership Skills|Business Russian Communication. Part 1|Free Speech on Campus Teach-Out|The Art of Music Production|Russian for beginners 2. ??????? ???? A1|Acing the Product Management Interview|More Chinese for Beginners|Communication in the 21st Century Workplace,593:5|845:5|126:3
george_hub_919,personal-development|listening|resource,16,7,771|2910|1563|1748|2928|531|908|1373|1267|716|2299|3518|1865|2359|2653|798,Learn to Teach Java:  Writing Classes and Arrays|Just Reading and Writing English 2|Psychodiagnostics and Psychological Assessment|Cybersecurity Policy for Water and Electricity Infrastructures|Business Russian Communication. Part 2|Writing and Editing: Word Choice and Word Order|International Water Law|Create Your First Application with Java Using Networking|Introduction to Enterprise Computing|Thrive in Trying Times Teach-Out|Managing Employee Compensation|Patrick Henry: Forgotten Founder|Writing and Editing: Structure and Organization|Speaking to persuade: Motivating audiences with solid arguments and moving language|Strategic Career Self-Management|Engaging in Persuasive and Credible Communication,2910:5|771:5|1373:5|1563:3|3518:5|2359:5|1865:4
omar_edu_920,security|resource,19,12,2821|1634|1917|379|3436|2464|1032|1021|1809|2659|1553|3482|712|1332|1242|3062|983|2317|2453,"Large Marine Ecosystems: Assessment and Management|ELL Success in the Content Classroom: Capstone Project|Information Security: Context and Introduction|Planning, Auditing and Maintaining Enterprise Systems|Protecting Cloud Architecture with Alibaba Cloud|Cybersecurity Policy for Aviation and Internet Infrastructures|Getting Started with Linux Terminal|Why Iowa? A Primer on Primaries and Caucuses Teach-Out|Unravelling solutions for Future Food problems|Public Health in Humanitarian Crises 1|Leading for Equity, Diversity and Inclusion in Higher Education|SQL for Data Science Capstone Project|Privacy in the Western World|Cryptography|Essential Google Cloud Infrastructure: Core Services|Global Environmental Management|Preparing to Manage Human Resources|Homeland Security & Cybersecurity Connection - It's Not About the Terrorists|The GRC Approach to Managing Cybersecurity",2453:4|3482:4|379:5|1809:5|2464:4|3436:5|2659:4|3062:4|983:5|1032:4|1021:4|1634:3
bella_pro_921,optimization|leadership,16,9,3316|629|2997|780|2322|1765|2201|3444|640|2493|49|2149|406|3137|1890|3130,Professional Skills for International Business|Object-Oriented Data Structures in C++|Applying Data Structures to Manipulate Cleansed UN Data|ADHD: Everyday Strategies for Elementary Students|The Manager's Toolkit: A Practical Guide to Managing People at Work|Portfolio Diversification using Correlation Matrix|Hyperparameter Tuning with Keras Tuner|Leadership in 21st Century Organizations|Construction Cost Estimating and Cost Control|Security & Safety Challenges in a Globalized World|Personal Leadership Development Planning and Leading High Performing Teams|Communicating During Global Emergencies|Relational database systems|Portfolio Selection and Risk Management|Managing G Suite|Corporate Strategy,2201:5|780:3|406:4|3444:5|2149:3|3137:5|49:5|1890:3|3316:4
eli_biz_922,data-analysis,6,3,1660|1895|3351|3397|309|2070,Exploratory Data Analysis|Foundations of mining non-structured medical data|Graph Analytics for Big Data|Population Health: Predictive Analytics|Applied Text Mining in Python|FIFA20 Data Exploration using Python,3351:5|2070:5|1660:3
kyle_xyz_923,security|supply|electrical-engineering,12,5,3013|2493|2977|3173|789|1857|63|1870|2222|3078|157|753,Magnetics for Power Electronic Converters|Security & Safety Challenges in a Globalized World|Risk in Modern Society|Predictive Modeling with Logistic Regression using SAS|Cybersecurity Awareness and Innovation|The Power of Markets III: Input Markets and Promoting Efficiency|Privacy in the USA|Key Success Factors in Supply Chain Finance|Secure Networked System with Firewall and IDS|Palo Alto Networks Cybersecurity Gateway I|Securing Digital Democracy|Sensors and Sensor Circuit Design,3173:5|157:4|3013:4|3078:5|2222:5
olivia_dev_924,virtual|principle,18,8,2223|660|3292|927|1235|3149|3347|3411|3339|2952|1115|2253|2096|2850|332|2993|1746|3150,Advanced App Development in Android Capstone|Information Visualization: Applied Perception|Essential Google Cloud Infrastructure: Foundation|Innovation Career Lessons from a Master|Building Candlestick Charts with Tableau|Simple Nearest Neighbors Regression and Classification|Fundamental Neuroscience for Neuroimaging|Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator|Asset Creation and Management|Writing and Editing: Drafting|Create a Coin Pick-Up and Spending Mechanics in Unity|Essential Design Principles for Tableau|Foundations of Virtual Instruction|Cloud Computing Fundamentals on Alibaba Cloud|Design and Analyze Secure Networked Systems|Introduction to Augmented Reality and ARCore|Tinkering Fundamentals: Circuits|Global Impact: Business Ethics,1235:3|332:3|1115:4|2993:5|3347:3|2223:4|2096:4|3292:5
grace_biz_925,social-sciences|disease,6,4,694|227|3410|1784|2452|3364,Global Health and Humanitarianism|Introduction to Environmental Law and Policy|International Law In Action: Investigating and Prosecuting International Crimes|Foundations of Teaching for Learning: Being a Teacher|Global Diplomacy � Diplomacy in the Modern World|Global Energy and Climate Policy,694:4|3410:3|3364:5|227:3
leo_edu_926,process|interface|training,20,9,1460|3463|2125|1343|1300|2974|2514|1008|2224|785|302|3181|961|1412|773|1290|647|711|348|2091,"Bayesian Methods for Machine Learning|Operations Management: Analysis and Improvement Methods|RPA Lifecycle: Deployment and Maintenance|The Blockchain System|Science of Exercise|Digitalization in International Relations|Introduction to UI Design|Terraform Basics: Automate Provisioning of AWS EC2 Instances|Taking Safety and Quality Improvement Work to the Next Level (Patient Safety VII)|Digital Manufacturing & Design|RPA Lifecycle: Development and Testing|Teach English Now! Technology Enriched Teaching|Introduction to Line Balancing Using Precedence Diagram|Practical Reinforcement Learning|The Sun and the Total Eclipse of August 2017|System Validation (4): Modelling Software, Protocols, and other behaviour|Transfer Learning for Food Classification|Dog Emotion and Cognition|On Strategy : What Managers Can Learn from Philosophy - PART 1|Process Personal Details using Methods in Java",2224:5|711:4|1300:3|2091:4|961:4|1343:3|3181:5|3463:3|773:5
tom_biz_927,sales|governance-and-society,13,8,3175|2045|1729|3018|1833|3072|289|3151|1021|707|372|1105|925,Sales Strategy|Predict Sales and Forecast Trends in Google Sheets|Sales & Marketing Alignment|International migrations: a global issue|Understanding Europe: Why It Matters and What It Can Offer You|Chinese Politics Part 2 � China and the World|African cities : An Introduction to Urban Planning|Sales Pitch and Closing|Why Iowa? A Primer on Primaries and Caucuses Teach-Out|The Social Context of Mental Health and Illness|The Product Lifecycle: A Guide from start to finish|Firearm Purchaser Licensing Teach-Out: The Background Check Policy Not Enough People Are Talking About|Strategic Sales Management Final Project,1105:5|2045:5|925:3|707:4|1729:4|3072:5|289:5|3018:4
eve_dev_928,research,7,5,2148|1950|2575|260|1071|3126|2033,Research for Impact|idea 2 IMPACT: An Introduction to Translating Assistive Health Technologies and Other Products|Nursing Informatics Leaders|Quantitative Research|Implementing a Patient Safety or Quality Improvement Project (Patient Safety V)|Understanding User Needs|Clinical Epidemiology,2033:5|1071:4|2148:3|2575:5|3126:4
omar_ml_929,operations|(spreadsheet),14,8,3269|2059|1785|2693|3260|3|1310|902|606|2457|3087|1449|2006|2200,Value Chain Management Capstone|Design Online Course Printables using Canva|JavaScript Numbers: Properties and Methods|MOS Transistors|CRUD Operations using MongoDB NoSQL|Finance for Managers|Quality Improvement in Healthcare Organizations|Security Operations and Administration|Python Basics: Create a Guessing Number Game from Scratch|Russian for beginners 2. ??????? ???? A1|Problem-Solving Skills for University Success|Effective Sales � An Overview|Particle Physics: an Introduction|Excel Fundamentals for Data Analysis,3260:4|3087:4|606:5|902:5|1449:4|2693:4|2059:3|3269:5
diana_ai_930,physics|stock|analytics,13,6,1557|2791|219|968|1813|1808|2|2798|2817|1133|1418|1325|91,"Leveraging Real-Time Analytics in Slack|Increase SEO Traffic with WordPress|Understanding China, 1700-2000: A Data Analytic Approach, Part 1|Strategic Planning and Execution|Exploring Light: Hands-on Activities and Strategies for Teachers|Accounting for Decision Making|Silicon Thin Film Solar Cells|Using clinical health data for better healthcare|Meaningful Marketing Insights|Investments I: Fundamentals of Performance Evaluation|Measuring Stock Liquidity|Business Metrics for Data-Driven Companies|Control physics with C# in Unity",1418:3|2:4|1813:5|2791:4|1557:4|1325:3
penny_io_931,control,7,4,2462|1548|34|1029|830|2922|1267,Bacteria and Chronic Infections|Managing Project Risks and Changes|Hybrid Cloud Service Mesh with Anthos|Engineering Practices for Building Quality Software|Auditing I: Conceptual Foundations of Auditing|Git for Developers Using Github|Introduction to Enterprise Computing,34:4|1029:4|2462:4|1548:4
dave_pro_932,financial|sustainability,14,7,3483|2851|1987|425|1914|1964|3277|3448|703|572|3416|1034|461|3261,"From Climate Science to Action|Finance for Everyone: Markets|Developing a Systems Mindset|Corporate Sustainability. Understanding and Seizing the Strategic Opportunity|Sustainable Business: Big Issues, Big Changes|Municipal Solid Waste Management in Developing Countries|Data Analytics in Accounting Capstone|Finance for Startups|Infonomics II: Business Information Management and Measurement|Accounting Analysis I: The Role of Accounting as an Information System|The Business of Social|Understanding Financial Markets|Trading Basics|Financial Management Capstone",2851:4|3483:5|461:5|3448:4|3416:4|1034:5|3261:4
mia_edu_933,artificial,19,12,612|420|3398|2606|2078|2257|450|2077|3230|1623|1230|1243|2782|302|1819|1963|848|2747|999,Computational Neuroscience|Convolutional Neural Networks in TensorFlow|Fake News Detection with Machine Learning|Generate Synthetic Images with DCGANs in Keras|Getting Started with AI using IBM Watson|Basic Image Classification with TensorFlow|Reinforcement Learning for Trading Strategies|Getting Started with AI using IBM Watson|Machine Learning for All|Machine Learning Using SAS Viya|Tweet Emotion Recognition with TensorFlow|Neural Style Transfer with TensorFlow|Introduction to Deep Learning|RPA Lifecycle: Development and Testing|AI for Medical Diagnosis|Image Classification with CNNs using Keras|Build Multilayer Perceptron Models with Keras|What is Data Science?|Building Deep Learning Models with TensorFlow,1623:4|302:4|1230:5|1243:5|3398:4|2606:5|999:5|420:4|2077:5|612:5|2747:4|3230:4
